trade_id,stock_symbol,itsgood,purchase_price,sale_price
258,ACWX,false,709.49,
259,BWP,false,34.64,455.94
260,BLIN          ,false,674.27,
261,NESRW,false,236.2,612.59
262,ESPR,true,278.89,157.87
263,TM,false,,129.0
264,DWIN,false,61.18,622.51
265,LDL,false,,
266,TCBIP,false,483.52,930.7
267,ADS,false,934.92,427.32
268,TTP,true,594.95,
269,CBT,true,607.89,35.47
,CBU,false,156.21,736.74
271,LCII,false,990.22,
272,IGLD,false,,180.17
273,ATU,false,,
274,AMCX,false,642.62,408.21
275,CYHHZ,true,806.76,339.74
276,MPWR,true,266.75,712.03
277,XBIT,false,825.09,407.33
278,IMMR,false,924.05,870.04
279,DCO,false,736.42,346.24
280,TROX,false,996.63,
281,NSH,false,746.11,849.18
282,CMG,true,678.24,
283,STL,true,894.89,
284,AGM,true,34.17,101.02
285,NIQ,true,61.79,254.1
286,NEOS,false,69.37,592.94
287,AIQ,false,91.26,685.32
288,PEBO,false,655.13,
289,VER,false,272.78,
290,GMTA,false,513.45,500.91
291,FLT,false,38.79,508.47
292,LYTS,false,999.16,775.21
293,VEACU,true,,
294,ECOM          ,true,443.4,120.55
295,COWN,false,898.54,
296,IOSP,true,700.49,
297,DRRX,false,353.97,659.86
298,VGSH,true,,830.26
299,PSTG,false,316.48,
,NFLX,false,420.57,998.49
301,PJT,false,178.01,836.42
302,CTRL,false,830.85,357.59
303,TGLS,false,758.08,746.91
304,EWZS,true,,111.51
305,NSP,true,,457.88
306,PHT,,932.86,939.49
307,VSLR,false,474.75,545.31
308,TMK,false,208.01,293.46
309,NTCT,false,191.48,808.16
310,UVE,true,335.2,813.87
311,STLRW,false,812.8,
312,ANW,false,382.87,497.31
313,,false,381.79,918.44
314,BCX,false,575.04,
315,PBCTP,true,326.37,889.85
316,LILA,true,,
317,AET,false,,178.61
318,ZBH,true,789.62,179.92
319,LEA,true,111.9,
320,SAN^C,true,709.75,316.79
321,FRAC,false,265.37,937.57
322,AEG,true,539.96,932.92
,EXTN,false,553.76,570.1
324,SCE^G,false,439.98,961.2
325,EOCC,false,707.44,686.01
326,H,true,255.46,598.28
327,AXAS,false,342.72,320.13
328,CALI,false,25.83,174.86
329,YRD,true,2.11,544.85
330,CPAC,false,,208.34
331,SENEA,true,277.94,219.82
332,SLCA,false,872.97,635.0
333,SFBS,false,105.84,
334,WFT,false,282.06,27.82
335,QUIK,true,881.93,340.73
336,TWO,false,648.71,569.08
337,CDOR,false,959.9,591.18
338,PRN,false,,
339,VCYT,true,478.07,933.1
340,BSET,true,674.59,268.54
341,SGLBW,true,383.32,491.46
342,NNI,true,4.13,
343,SAN^B,true,605.93,
344,PIR,true,238.18,
345,ROBO,false,253.87,603.87
346,MAT,false,882.02,50.98
347,GASS,true,732.05,
348,NMS,true,176.15,127.15
349,BBT^G,true,,
350,WFE^A,false,173.33,
351,FSCFL,false,255.49,827.9
352,MFL,true,861.94,137.92
353,FRC^E,false,865.81,
,NNY,false,486.58,235.75
355,HQY,true,50.87,864.94
356,BSQR,true,523.06,141.28
357,ICHR,false,852.38,
358,CUBS,false,958.45,403.75
359,NXQ,false,879.23,757.09
360,ENLK,false,156.66,
361,OC,true,,423.2
362,ASV,false,791.82,940.93
363,RUSHA,true,194.51,30.66
364,CTRN,true,880.22,
365,ESGE,true,315.55,
366,LEJU,false,619.19,918.55
367,MNE,false,638.91,842.5
368,,true,525.63,829.21
369,WLKP,true,352.69,
370,BEL,,,573.41
371,NGLS^A,true,862.65,938.51
372,PCF,true,317.15,459.02
373,SREV,false,963.58,
374,SQM,false,115.96,
375,NXP,false,729.24,145.61
376,PPSI,true,593.84,424.88
377,FMI,true,274.71,
378,MRK,true,228.94,
379,WAIR,true,490.03,69.13
380,EDIT,false,143.14,
381,AEM,true,,213.11
382,FNCX,true,,
383,EVG,false,264.2,432.49
384,GPIC,false,194.74,562.75
385,BLDP,false,663.11,
386,HCA,false,95.66,
387,EXTR,true,,302.65
388,ICBK,true,495.48,739.71
389,GWRS,false,447.0,
390,SAN^I,true,353.24,145.02
391,RNET,true,852.74,
392,SCVL,false,,689.99
393,GURE,true,262.25,744.63
394,NHLDW,false,763.69,
395,SLTB,true,136.58,656.11
396,MED,,936.21,544.07
397,PSEC,false,,764.31
398,KB,true,867.18,373.18
399,EGHT,true,867.41,633.99
400,CLA.CL,true,295.05,
401,NTGR,false,271.31,654.44
402,ATAI,true,184.19,960.49
403,JSYN,false,212.75,219.81
404,SAN^A,false,397.31,106.63
,JSML,false,,554.66
406,RY^S,true,854.84,975.23
407,CSTM,false,471.99,688.71
408,ABMD,true,534.56,714.6
409,ARWR,false,95.19,
410,RFAP,false,500.56,932.36
411,ATLC,true,20.42,
412,SAN^C,true,902.59,190.69
413,REXR^A,false,626.22,934.03
414,FGBI,true,224.7,997.03
415,GDEN,false,67.64,75.09
,FSZ,false,,
417,WBS^E,true,891.32,
418,MMDMU,false,429.94,
419,HGV,false,809.44,
420,BSBR,false,636.42,709.52
421,SOHO,false,461.56,930.96
422,TDG,false,847.76,225.12
423,SF^A,true,78.23,
424,LMNR,true,,952.68
425,DTYS,true,752.6,766.74
426,GS^A,false,371.32,769.97
427,LKQ,true,768.05,999.84
428,HUBS,false,,861.12
429,DPG,true,525.67,
430,KAMN,false,778.2,
431,TEX,false,,156.07
432,CFX,true,814.23,
433,LNN,false,596.8,290.79
434,RTK,true,776.23,
435,SRE,,780.43,237.44
,VGR,,,121.58
437,TNP,true,626.84,
438,ANH^A,true,471.78,627.91
439,DS^B,true,494.48,957.99
440,SEIC,true,387.94,783.5
441,GS^N,true,694.77,
442,ETH,true,751.36,181.74
443,BSQR,true,943.3,781.82
444,FAD,true,,928.35
445,COF^H,true,209.18,190.15
446,,false,322.26,599.84
447,M,true,401.43,
448,BWINA,true,559.07,983.78
449,GGAL,true,886.82,
450,CORI,true,299.39,873.74
451,CFMS,false,,48.39
452,BBT^E,true,995.85,518.17
453,MIN,true,787.82,470.49
454,NSIT,false,514.3,
455,ARIS,false,991.23,363.4
456,KAMN,false,662.49,
457,SHAK,true,761.19,624.32
458,TPB,false,266.55,
459,TWNKW,false,250.61,
460,HRL,false,89.37,436.56
461,AMN,false,,
462,JSYNU,false,344.2,533.51
463,ONSIZ,true,42.19,778.75
464,MO,false,281.91,
465,,false,297.44,63.46
466,AAXJ,true,281.4,696.52
467,BAC^D,false,671.15,6.67
468,OMAA,true,,561.13
469,VLY.WS,true,103.16,778.53
470,IBOC,true,660.75,686.02
471,AGNCB,false,,
472,SNDR,false,498.56,744.54
473,RTK,false,905.41,
474,JAZZ,true,,669.85
475,PCLN,,430.96,
476,BPFHP,true,82.91,222.28
477,TROW,true,,685.23
478,FBR,true,,
479,NTRA,false,707.96,929.77
480,WAFDW,true,794.59,434.21
481,HALL,false,326.88,346.81
482,WM,false,,
483,PGNX,false,942.11,198.11
484,RFTA,true,669.52,
485,PPR,false,908.75,574.07
486,PBT,true,523.62,128.74
487,EMES,true,723.91,613.65
488,FNB,false,,499.82
489,BWINA,false,448.27,
490,KFN^,true,500.9,961.3
491,RDI,true,774.41,336.84
492,CLS,true,966.77,171.2
493,FFIN,false,422.93,537.45
494,AMRK,false,89.28,
495,PQ,false,939.22,
496,ZBK,true,740.51,
497,HIMX,false,80.47,149.9
498,NR,true,928.72,
499,CACC,true,874.79,
500,ITI,true,256.75,
501,HUNT,false,354.17,
502,KRP,false,706.78,
,ABRN,false,49.56,990.66
504,TI,false,965.41,250.59
505,TYL,true,10.64,889.0
,GRX^B,true,163.44,
507,GDI,false,336.06,323.47
508,MULE,false,523.09,
509,JOUT,true,799.88,955.61
,GUT,true,663.98,8.4
511,RDHL,true,,158.76
512,DGII,true,515.6,655.55
513,DS^B,false,92.64,
514,CTRL,false,474.78,
515,DNP,true,355.3,
516,MNTX,,342.06,
517,TCF^B,true,799.36,
518,SBUX,true,138.45,316.66
519,DSGX,false,3.78,91.0
520,SLNOW,false,175.13,281.34
521,ENIA,true,760.11,551.67
522,DHF,false,360.09,
523,BBSI,false,,213.07
524,POL,true,848.93,658.98
525,H,false,235.55,112.13
526,IBM,true,566.14,
527,AMRK,true,,247.7
528,GIM,false,230.36,972.26
529,SCSS,false,490.31,708.52
530,KIO,true,319.43,185.38
531,APVO,true,789.64,295.61
532,AXGN,,877.24,
533,KTOS,true,698.08,
534,DDF,true,299.52,136.31
535,NEON,false,345.77,813.35
536,AWR,false,554.18,607.17
537,PSCT,false,591.3,544.6
538,IVTY,true,510.48,497.11
539,PRFT,,398.55,128.01
540,DPS,false,459.89,836.92
541,SNOW,true,96.56,700.26
542,GMZ,false,658.92,
543,PVTD,false,,
544,STBZ,true,866.8,383.58
545,EPR^E,false,,276.79
546,BCRX,true,90.26,825.69
547,SSI,true,470.65,
548,DEA,true,302.83,874.98
549,GAB,true,616.33,535.4
550,AZO,,171.16,879.12
551,AIRR,false,269.13,680.27
552,JMT,false,580.49,497.87
553,NIE,false,57.97,759.08
554,TRMK,false,,868.26
555,DFBG,true,579.66,710.65
556,AZN,false,,
557,HTBX,true,48.23,
558,GPIAW,false,611.66,286.07
559,XPER,false,392.89,215.33
560,MUR,false,841.24,54.56
561,BSBR,false,,280.72
562,PRGX,true,407.06,
563,MCR,true,383.5,534.43
564,SJR,false,236.37,
565,BOJA,false,378.74,
566,TPZ,true,936.79,
567,ONSIW,false,292.96,925.62
568,ULH,false,543.2,30.99
569,APDN,true,986.23,
570,LORL,true,625.49,960.67
571,EE,false,371.31,530.5
572,BLVDW,false,,898.56
573,MFINL,true,493.53,
574,ALBO,false,446.81,167.63
575,FNV,false,877.38,909.84
576,HOV,false,,688.57
577,AMOV,true,609.02,820.76
578,SLCT,true,20.06,176.06
579,IMRN,true,957.15,
580,OTTW,false,721.29,
581,MC,true,109.45,202.46
,PRGS,false,109.82,115.5
583,KERX,true,954.34,212.5
584,THG,true,630.42,316.8
585,PIM,true,296.5,939.75
586,WR,true,411.55,217.22
587,NBL,true,322.36,255.67
588,GBAB,false,633.54,148.1
589,AVD,false,592.12,
590,QUMU,false,412.67,905.65
591,QTM,false,386.99,
592,RMAX,false,,198.7
593,FLN,false,803.65,171.81
594,JWN,false,903.11,
595,SYT,true,607.52,968.56
596,SPKE,true,867.0,698.68
597,ALJJ,true,795.45,927.09
598,DFVL,true,430.97,52.73
599,AVAV,false,836.0,
600,RBA,true,,649.87
601,TGTX,false,91.14,798.41
602,,true,,357.1
603,HOTR,true,63.01,186.0
604,BNSO,true,599.7,
605,SPR,true,989.13,791.54
606,MYI,true,675.58,23.59
607,SASR,false,654.21,343.47
608,PI,true,,840.0
609,SHG,true,38.88,
,NEOS,false,528.47,547.8
611,USATP,true,,808.32
612,CNIT,false,431.23,84.0
613,ECR,false,512.55,316.44
614,FMSA,false,386.25,843.2
615,CPTAL,true,,415.08
616,DSE,true,308.69,
617,ELY,false,948.74,941.04
618,NMT,true,219.67,722.41
619,DEX,true,201.94,29.8
620,CIEN,true,339.62,
621,REIS,true,365.19,216.37
622,,true,423.23,620.82
623,NKX,true,326.02,140.04
624,IBM,false,562.8,
625,RPAI^A,false,369.68,820.32
626,BETR,false,857.77,9.55
627,HR,false,820.4,689.62
628,FV,false,317.58,148.6
629,OMF,false,799.76,416.7
630,LLEX,false,555.76,795.45
631,LVLT,true,661.52,
632,FITB,false,303.53,347.88
633,AGIO,false,706.7,439.21
634,SDT,false,577.25,581.51
635,UGLD,true,597.17,
636,BRKL,false,135.98,824.01
637,ALIM,true,894.93,
638,GNMX,true,,77.42
639,KBR,true,109.62,14.53
640,GEVO,true,508.49,985.58
641,AGII,false,285.61,736.01
642,PSA^W,false,391.44,968.29
643,EMMS,false,251.71,871.41
644,SON,false,960.83,
645,RS,true,230.98,400.45
646,TCFC,true,33.89,
647,LFGR,true,620.62,
648,NID,false,361.95,680.82
649,TBK,false,322.6,835.59
650,KFS,false,680.98,229.69
651,SIR,false,578.98,
652,TNP^B,true,162.01,137.82
653,M,,256.71,598.81
654,ARA,false,,
655,BOKFL,false,451.18,377.68
656,EPR^E,false,269.32,
657,PBA,false,842.93,786.54
658,TURN,true,618.77,495.16
659,EXPR,true,572.79,105.81
660,VERI,true,169.82,15.54
661,JHB,false,,542.71
662,IPCI,false,744.61,367.04
663,MNP,true,393.64,
664,SERV,true,,643.27
665,VPV,,2.65,998.58
666,PODD,true,,
667,ABCB,true,,938.94
668,CNTY,false,840.3,
669,GXP^B,true,482.93,
670,CFCO,false,60.65,515.86
,MHN,false,982.98,
672,DD^B,false,649.36,698.57
673,PBB,false,5.92,
674,MER^P,false,690.43,
675,PSA^B,false,201.56,
676,FDT,true,982.14,543.62
677,STLR,true,,645.45
678,,true,307.67,306.84
679,SUN,true,36.59,860.35
680,BNS,false,71.29,140.07
681,SJM,false,341.65,397.12
682,PII,false,989.61,
683,BBRY,true,707.63,
684,NUV,true,889.21,
685,,false,143.67,260.74
686,NAC,true,569.91,48.91
687,YUME,false,682.5,664.43
688,CBM,true,346.42,
689,PAYX,true,828.62,
690,EGLT,false,889.64,192.69
691,MPX,false,969.25,156.13
692,CMCSA,false,632.47,328.74
693,MP^D,,,
694,CRESY,false,394.27,304.25
695,LXP^C,true,777.47,83.18
696,YECO,false,879.96,654.52
697,OAKS,false,877.89,582.74
,OMCL,false,923.02,
699,VG,false,633.98,482.29
700,VLY.WS,true,378.7,801.82
701,USEG,true,570.2,
702,SGRP,true,907.24,
703,CAVM,true,394.01,254.68
704,CG,false,,265.7
705,ADP,false,95.23,164.83
706,CTRE,false,938.77,
707,SSNI,true,451.11,
708,NUE,true,164.14,255.02
709,APVO,true,430.93,616.94
710,KATE,true,183.7,
711,BAK,false,,
712,ASPS,true,917.86,114.85
713,CDZI,true,643.72,
714,HUBS,false,334.3,132.89
715,IPDN,false,993.92,
716,DRA,false,460.81,859.48
717,ADOM,false,130.83,
718,ESGD,true,95.08,679.68
719,LBTYK,false,471.32,425.23
720,ARTNA,true,597.65,
721,SBRA,false,821.02,558.81
722,CLNS,false,141.0,
723,GEH,false,553.76,
724,GME,true,19.52,
725,PAH,true,263.89,18.84
726,EFII,true,680.65,205.94
727,VLY,false,,
728,PRTK,false,766.15,
729,FMSA,true,675.61,632.08
730,ZYNE,true,181.18,861.78
731,BPOP,false,911.97,899.24
732,TCF,false,120.31,290.49
733,LNC,true,,818.71
734,SRUNW,false,558.64,703.44
735,HCLP,false,831.67,465.86
736,GFED,true,18.33,812.65
737,NTL,false,616.96,298.92
738,BML^I,true,871.79,236.89
739,CTRE,false,938.08,827.99
740,AVD,false,216.84,
741,WMK,false,633.7,445.5
742,GCBC,true,272.64,436.43
743,NE,false,44.79,919.46
744,GTN.A,false,,
745,WTFCW,true,897.92,545.38
746,SBAC,true,989.28,497.19
747,FFBCW,true,967.34,524.84
,HNNA,false,,815.83
749,EBSB,true,522.69,
750,CIL,false,527.41,573.78
751,JBLU,,845.65,193.82
752,HCN^I,true,877.42,854.55
753,ITCB,true,642.56,637.6
754,NVS,true,,157.19
755,SRF,true,804.59,379.07
756,CBAY,,896.12,
757,AGYS,true,742.37,538.21
758,,true,,258.41
759,CATO,true,750.67,131.6
760,QBAK,false,477.33,387.15
761,HPP,,173.37,170.8
762,SCHW^D,true,303.67,
763,IVZ,true,608.79,766.57
764,STON,true,838.42,131.29
765,GRX^B,false,263.76,0.16
766,RYN,,189.23,335.16
767,MELI,false,754.41,883.62
768,AIT,false,155.21,485.17
769,CTS,false,35.82,890.07
770,MOFG,true,,
771,CTHR,false,33.96,
772,DHIL,true,824.43,40.31
773,GNC,true,777.67,59.47
774,DDBI,true,530.12,860.71
775,HQH,true,5.75,693.86
776,ZFGN,false,,761.38
777,CFI,false,971.7,585.18
778,CHSCN,true,95.59,
779,POL,false,442.92,87.14
780,ARR,true,28.99,
781,AVK,true,653.29,53.73
782,FOXA,false,700.63,
783,AET,true,29.97,
,LGIH,true,414.63,815.1
785,YEXT,true,,
786,VREX,false,153.62,235.13
787,OTIV,true,736.79,160.49
788,LCI,true,928.8,
789,HCSG,false,715.48,557.76
790,MS^K,false,940.9,285.26
791,,true,965.05,68.89
792,HT,false,810.18,
793,RMP,false,564.17,361.44
794,WFC^Q,true,801.91,
795,KB,true,771.23,968.01
796,DGAS,,272.06,698.38
797,KTN,true,147.39,58.59
798,ARR^A,false,393.13,
799,CASI,true,567.72,893.39
800,PNC,true,354.55,
801,MHO^A,true,271.68,363.04
802,LGF.A,false,603.44,255.64
803,HBHC,true,184.78,167.39
804,HBANP,true,698.61,500.98
805,ITCB,true,,402.09
806,FTNT,false,230.61,833.92
807,GJP,false,212.57,772.85
808,TTI,true,631.55,96.37
809,BOSC,true,820.97,351.92
810,WMAR,false,893.47,948.16
811,AIG,false,49.15,580.26
812,MCEP,false,481.18,4.83
813,HBANO,,816.56,
814,FHN^A,false,635.0,
815,AIR,true,,
816,FMCIU,false,965.03,356.05
817,PK,false,855.73,889.43
818,LPSN,true,705.55,476.86
819,NWL,true,155.67,453.94
820,CVCY,true,646.79,
821,VNTV,true,381.33,515.47
822,EUFN,false,837.3,
823,PRMW,true,372.53,412.74
824,NFEC,false,983.36,570.59
825,EEX,true,486.95,78.23
826,VSAR,true,35.76,109.59
827,JEQ,true,382.95,45.44
828,EV,true,926.21,
829,BWEN,true,643.15,
830,CTXS,true,449.23,808.73
831,ESCA,false,648.42,
832,GOOS,,804.28,468.83
833,RMCF,true,,167.4
834,LPT,false,83.39,803.08
835,CNCE,false,60.69,338.87
836,MVO,false,926.62,617.56
837,,true,958.64,
838,WDR,true,415.59,836.49
839,GTN,false,492.26,
840,PSCT,false,374.57,
841,WIW,true,,731.0
842,PKBK,,307.01,
843,IBCP,false,105.17,
844,BBSI,true,,
845,EVBG,true,903.31,
846,FNX,false,,834.36
847,FGBI,true,15.91,675.03
848,AAOI,false,471.31,
849,NGHC,true,,637.83
850,NAV^D,,605.63,
851,MET^A,true,243.53,446.96
852,MFIN,false,374.28,
853,LOCO,true,,
854,PGTI,false,911.88,552.61
855,INVA,true,620.57,677.85
856,GTY,true,814.78,
857,ANET,false,796.9,430.03
858,POLA,true,151.43,86.31
859,CVA,true,201.61,656.02
860,MDLY,false,974.92,
861,PFE,false,785.03,796.96
862,PDCO,,225.17,129.99
863,,true,655.36,
864,FINQ,false,370.33,550.37
865,CCBG,true,910.88,717.47
866,LINK,true,23.22,970.84
867,JAG,false,495.78,138.84
868,MYOK,true,477.93,676.05
869,MLCO,true,397.61,281.82
870,GSOL,false,773.51,467.57
871,BSM,true,459.63,104.54
872,VKTX,false,643.35,
873,,false,151.45,243.21
,HRI,false,490.03,
875,KRNY,true,575.44,741.42
876,CTY,true,161.26,643.65
877,FLT,true,23.22,599.22
878,PZC,false,499.75,
879,AHPI,false,922.87,224.27
880,RA,false,106.36,
881,HTD,false,80.21,
882,SEAC,true,157.11,
883,ROKA,false,447.44,
884,ARD,false,633.97,384.85
885,FORM,true,165.36,
886,HLT,false,705.2,614.7
887,WSTL,false,105.57,
888,,false,440.72,
889,GPRK,false,452.89,947.27
890,MNR,true,710.07,230.73
891,CA,false,539.61,
892,SWP,true,855.84,628.26
893,CCN,false,522.23,507.93
,,true,37.56,994.25
895,KKR^B,true,730.73,484.84
896,OMN,true,586.43,200.58
897,NEOS,true,213.08,679.29
898,BECN,true,,
899,QQXT,false,897.24,514.59
900,APPF,true,243.55,
901,BSBR,false,294.33,713.07
902,IIVI,true,455.5,267.69
903,AVT,true,706.09,200.22
904,TNH,false,35.86,570.05
905,SXC,false,709.02,672.83
906,AER,,974.74,
907,JASNW,true,438.31,
908,MDT,true,526.71,
909,PODD,true,798.65,
910,TOL,false,323.55,231.19
911,RAS^A,true,190.38,
912,CPIX,true,171.28,
913,CID,true,772.44,84.96
914,,true,335.31,
915,AFSD,false,538.14,91.56
916,OPB,true,733.54,
917,LAZ,true,224.81,361.09
918,TPIV,false,,755.66
919,TNAV,false,855.08,798.66
920,IOSP,false,906.91,346.53
921,CID,true,123.08,
922,CTV,true,958.33,506.58
